Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,Unnamed: 8
DDD,3D Systems Corporation,14.51,$1.65B,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ddd,
MMM,3M Company,190.19,$113.66B,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/mmm,
WBAI,500.com Limited,14.31,$593.84M,n/a,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/wbai,
WUBA,58.com Inc.,36.27,$5.25B,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/wuba,
AHC,A.H. Belo Corporation,5.9,$128.22M,n/a,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/ahc,
ATEN,"A10 Networks, Inc.",8.96,$612.39M,n/a,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/aten,
AAC,"AAC Holdings, Inc.",8.34,$197.58M,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/aac,
AIR,AAR Corp.,34.21,$1.17B,n/a,Capital Goods,Aerospace,http://www.nasdaq.com/symbol/air,
AAN,"Aaron&#39;s,  Inc.",29.48,$2.14B,n/a,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/aan,
ABB,ABB Ltd,23.46,$50.17B,n/a,Consumer Durables,Electrical Products,http://www.nasdaq.com/symbol/abb,
ABT,Abbott Laboratories,44.18,$76.34B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/abt,
ABBV,AbbVie Inc.,65.11,$103.76B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/abbv,
ANF,Abercrombie & Fitch Company,10.93,$743.08M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/anf,
GCH,"Aberdeen Greater China Fund, Inc.",10.7,$94.72M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gch,
JEQ,"Aberdeen Japan Equity Fund, Inc. ",8,$107.59M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jeq,
SGF,"Aberdeen Singapore Fund, Inc.",10.71,$80.93M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sgf,
ABM,ABM Industries Incorporated,42.54,$2.37B,n/a,Finance,Diversified Commercial Services,http://www.nasdaq.com/symbol/abm,
AKR,Acadia Realty Trust,29.99,$2.51B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/akr,
ACN,Accenture plc,118.04,$75.67B,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/acn,
ACCO,Acco Brands Corporation,13.6,$1.49B,n/a,Consumer Durables,Publishing,http://www.nasdaq.com/symbol/acco,
ATV,"Acorn International, Inc.",8.87,$33.94M,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/atv,
ATU,Actuant Corporation,25.55,$1.51B,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/atu,
AYI,Acuity Brands Inc,173.93,$7.67B,n/a,Consumer Durables,Building Products,http://www.nasdaq.com/symbol/ayi,
GOLF,Acushnet Holdings Corp.,17.06,$1.27B,n/a,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/golf,
ADX,"Adams Diversified Equity Fund, Inc.",13.71,$1.36B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/adx,
PEO,"Adams Natural Resources Fund, Inc.",19.49,$556.54M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/peo,
AGRO,Adecoagro S.A.,11.55,$1.4B,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/agro,
ADPT,Adeptus Health Inc.,1.33,$28.09M,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/adpt,
ADNT,Adient plc,68.13,$6.38B,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/adnt,
AAP,Advance Auto Parts Inc,143.04,$10.55B,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/aap,
ADSW,"Advanced Disposal Services, Inc.",23.19,$2.04B,n/a,Public Utilities,Environmental Services,http://www.nasdaq.com/symbol/adsw,
WMS,"Advanced Drainage Systems, Inc.",21.8,$1.2B,n/a,Capital Goods,Containers/Packaging,http://www.nasdaq.com/symbol/wms,
ASX,"Advanced Semiconductor Engineering, Inc.",6.51,$10.38B,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/asx,
APFH,"AdvancePierre Foods Holdings, Inc.",30.57,$2.39B,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/apfh,
ASIX,AdvanSix Inc.,25.94,$790.73M,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/asix,
AAV,Advantage Oil & Gas Ltd,6.85,$1.27B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/aav,
AVK,Advent Claymore Convertible Securities and Income Fund,15.49,$365.27M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/avk,
AGC,Advent Claymore Convertible Securities and Income Fund II,6.1,$196.4M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/agc,
LCM,Advent/Claymore Enhanced Growth & Income Fund,8.41,$114.4M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/lcm,
ACM,AECOM,34.86,$5.41B,n/a,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/acm,
ANW,Aegean Marine Petroleum Network Inc.,12.2,$480.73M,n/a,Energy,Oil Refining/Marketing,http://www.nasdaq.com/symbol/anw,
AEB,Aegon NV,24.99,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/aeb,
AED,Aegon NV,26.27,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/aed,
AEG,Aegon NV,5.07,$10.59B,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/aeg,
AEH,Aegon NV,25.82,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/aeh,
AEK,Aegon NV,26.05,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/aek,
AER,Aercap Holdings N.V.,45.45,$8.01B,n/a,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/aer,
HIVE,"Aerohive Networks, Inc.",4.16,$217.54M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/hive,
AJRD,"Aerojet Rocketdyne Holdings, Inc. ",21.61,$1.61B,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/ajrd,
AET,Aetna Inc.,127.85,$42.31B,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/aet,
AMG,"Affiliated Managers Group, Inc.",160.09,$9.06B,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/amg,
MGR,"Affiliated Managers Group, Inc.",25.65,n/a,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/mgr,
AFL,Aflac Incorporated,72.61,$29.13B,n/a,Finance,Accident &Health Insurance,http://www.nasdaq.com/symbol/afl,
AFSD,Aflac Incorporated,25.74,n/a,n/a,Finance,Accident &Health Insurance,http://www.nasdaq.com/symbol/afsd,
MITT,"AG Mortgage Investment Trust, Inc.",18.09,$501.13M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mitt,
MITT^A,"AG Mortgage Investment Trust, Inc.",25.4069,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mitt^a,
MITT^B,"AG Mortgage Investment Trust, Inc.",24.9384,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mitt^b,
AGCO,AGCO Corporation,60.59,$4.82B,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/agco,
A,"Agilent Technologies, Inc.",52.62,$16.96B,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/a,
AEM,Agnico Eagle Mines Limited,44.35,$10.02B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/aem,
ADC,Agree Realty Corporation,48.1,$1.26B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/adc,
AGU,Agrium Inc.,94.87,$13.11B,n/a,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/agu,
AL,Air Lease Corporation,38.17,$3.93B,n/a,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/al,
APD,"Air Products and Chemicals, Inc.",135.35,$29.45B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/apd,
AYR,Aircastle Limited,23.6,$1.85B,n/a,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/ayr,
AKS,AK Steel Holding Corporation,7.19,$2.26B,n/a,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/aks,
ALP^O,Alabama Power Company,28.5,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/alp^o,
ALG,"Alamo Group, Inc.",74.39,$856.6M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/alg,
AGI,Alamos Gold Inc.,8.21,$2.45B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/agi,
ALK,"Alaska Air Group, Inc.",90.22,$11.16B,n/a,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/alk,
AIN,Albany International Corporation,45.75,$1.47B,n/a,Basic Industries,Textiles,http://www.nasdaq.com/symbol/ain,
ALB,Albemarle Corporation,105.5,$11.88B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/alb,
AA,Alcoa Corporation,34.23,$6.31B,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/aa,
ALR,Alere Inc.,39.7,$3.45B,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/alr,
ALR^B,Alere Inc.,326.11,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/alr^b,
ALEX,"Alexander & Baldwin Holdings, Inc.",44.34,$2.18B,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/alex,
ALX,"Alexander&#39;s, Inc.",434.44,$2.22B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/alx,
ARE,"Alexandria Real Estate Equities, Inc.",111.24,$10.65B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/are,
ARE^D,"Alexandria Real Estate Equities, Inc.",35.46,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/are^d,
ARE^E.CL,"Alexandria Real Estate Equities, Inc.",n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/are^e.cl,
AQN,Algonquin Power & Utilities Corp.,9.45,$3.61B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/aqn,
BABA,Alibaba Group Holding Limited,107.52,$268.8B,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/baba,
Y,Alleghany Corporation,617.45,$9.52B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/y,
ATI,Allegheny Technologies Incorporated,18.05,$1.96B,n/a,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/ati,
ALLE,Allegion plc,74.9,$7.15B,n/a,Consumer Services,Diversified Commercial Services,http://www.nasdaq.com/symbol/alle,
AGN,Allergan plc.,238.43,$80.01B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/agn,
AGN^A,Allergan plc.,848.53,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/agn^a,
ALE,"Allete, Inc.",67.78,$3.45B,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/ale,
AKP,Alliance California Municipal Income Fund Inc,13.36,$114.29M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/akp,
ADS,Alliance Data Systems Corporation,250.97,$14.04B,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/ads,
AFB,Alliance National Municipal Income Fund Inc,13.36,$384.03M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/afb,
AOI,"Alliance One International, Inc.",12.8,$124.6M,n/a,Consumer Services,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/aoi,
AWF,Alliance World Dollar Government Fund II,12.56,$1.08B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/awf,
AB,AllianceBernstein Holding L.P.,22.55,$2.18B,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/ab,
LNT,Alliant Energy Corporation,39.87,$9.08B,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/lnt,
NCV,AllianzGI Convertible & Income Fund,6.79,$599.11M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ncv,
NCZ,AllianzGI Convertible & Income Fund II,6.07,$452.02M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ncz,
ACV,AllianzGI Diversified Income & Convertible Fund,20.49,$210.53M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/acv,
NIE,AllianzGI Equity & Convertible Income Fund,19.2,$532.01M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nie,
NFJ,"AllianzGI NFJ Dividend, Interest & Premium Strategy Fund",12.87,$1.22B,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/nfj,
AWH,"Allied World Assurance Company Holdings, AG",53.22,$4.65B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/awh,
ALSN,"Allison Transmission Holdings, Inc.",35.83,$5.44B,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/alsn,
ALL,Allstate Corporation (The),81.63,$29.81B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/all,
ALL^A,Allstate Corporation (The),25.85,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/all^a,
ALL^B,Allstate Corporation (The),27.17,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/all^b,
ALL^C,Allstate Corporation (The),26.77,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/all^c,
ALL^D,Allstate Corporation (The),27.09,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/all^d,
ALL^E,Allstate Corporation (The),27.1,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/all^e,
ALL^F,Allstate Corporation (The),27.52,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/all^f,
ALLY,Ally Financial Inc.,19.5,$9.05B,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/ally,
ALLY^A,Ally Financial Inc.,25.38,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ally^a,
ALJ,"Alon USA Energy, Inc.",12,$861.13M,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/alj,
ALDW,"Alon USA Partners, LP",9.39,$587.06M,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/aldw,
AGD,Alpine Global Dynamic Dividend Fund,9.74,$122.23M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/agd,
AWP,Alpine Global Premier Properties Fund,5.73,$489.39M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/awp,
AOD,Alpine Total Dynamic Dividend Fund,8.2,$882.27M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aod,
AYX,"Alteryx, Inc.",15.93,$897.19M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ayx,
RESI,Altisource Residential Corporation,15.21,$816.28M,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/resi,
MO,Altria Group,71.95,$139.54B,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/mo,
ACH,Aluminum Corporation of China Limited,12.56,$7.49B,n/a,Basic Industries,Aluminum,http://www.nasdaq.com/symbol/ach,
AMBR,"Amber Road, Inc.",6.99,$188.97M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ambr,
ABEV,Ambev S.A.,5.78,$90.75B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/abev,
AMC,"AMC Entertainment Holdings, Inc.",31.55,$4.13B,n/a,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/amc,
AMFW,Amec Plc Ord,6.58,$2.59B,n/a,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/amfw,
AEE,Ameren Corporation,54.72,$13.28B,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/aee,
AMRC,"Ameresco, Inc.",6.35,$288.25M,n/a,Basic Industries,Engineering & Construction,http://www.nasdaq.com/symbol/amrc,
AMOV,"America Movil, S.A.B. de C.V.",14.1299,$46.32B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/amov,
AMX,"America Movil, S.A.B. de C.V.",14.2,$46.55B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/amx,
AAT,"American Assets Trust, Inc.",41.85,$1.94B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/aat,
AXL,"American Axle & Manufacturing Holdings, Inc.",17.39,$1.34B,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/axl,
ACC,American Campus Communities Inc,48.03,$6.41B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/acc,
AEO,"American Eagle Outfitters, Inc.",13.21,$2.41B,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/aeo,
AEP,"American Electric Power Company, Inc.",67.29,$33.09B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/aep,
AEL,American Equity Investment Life Holding Company,23.6,$2.08B,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/ael,
AXP,American Express Company,78.26,$70.43B,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/axp,
AFA,"American Financial Group, Inc.",25.37,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afa,
AFG,"American Financial Group, Inc.",95.36,$8.3B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afg,
AFGE,"American Financial Group, Inc.",26.58,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afge,
AFGH,"American Financial Group, Inc.",26.96,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afgh,
AFW,"American Financial Group, Inc.",25.62,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afw,
AMH,American Homes 4 Rent,23.38,$5.74B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/amh,
AMH^A,American Homes 4 Rent,28.4,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/amh^a,
AMH^B,American Homes 4 Rent,28.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/amh^b,
AMH^C,American Homes 4 Rent,28.1001,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/amh^c,
AMH^D,American Homes 4 Rent,26,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/amh^d,
AMH^E,American Homes 4 Rent,25.8,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/amh^e,
AIG,"American International Group, Inc.",62.18,$60.74B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/aig,
AIG.WS,"American International Group, Inc.",n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aig.ws,
AMID,"American Midstream Partners, LP",14.95,$771.21M,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/amid,
ARL,"American Realty Investors, Inc.",7.9,$122.56M,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/arl,
ARA,"American Renal Associates Holdings, Inc",16.84,$520.27M,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/ara,
AWR,American States Water Company,43.96,$1.61B,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/awr,
AMT,American Tower Corporation (REIT),120.74,$51.58B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/amt,
AMT^A,American Tower Corporation (REIT),113.4,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/amt^a,
AMT^B,American Tower Corporation (REIT),111.18,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/amt^b,
AVD,American Vanguard Corporation,15.8,$464.34M,n/a,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/avd,
AWK,American Water Works,77.72,$13.81B,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/awk,
APU,"AmeriGas Partners, L.P.",47.36,$4.4B,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/apu,
AMP,"AMERIPRISE FINANCIAL SERVICES, INC.",128.9,$19.83B,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/amp,
ABC,AmerisourceBergen Corporation (Holding Co),86.93,$18.89B,n/a,Health Care,Other Pharmaceuticals,http://www.nasdaq.com/symbol/abc,
ANFI,Amira Nature Foods Ltd,5.33,$159.04M,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/anfi,
AMN,AMN Healthcare Services Inc,39.05,$1.87B,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/amn,
AP,Ampco-Pittsburgh Corporation,13.45,$165.04M,n/a,Capital Goods,Fluid Controls,http://www.nasdaq.com/symbol/ap,
APH,Amphenol Corporation,69.9,$21.51B,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/aph,
BETR,"Amplify Snack Brands, inc.",8.55,$656.39M,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/betr,
AXR,AMREP Corporation,6.49,$52.43M,n/a,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/axr,
AME,"AMTEK, Inc.",53.76,$12.37B,n/a,Consumer Durables,Metal Fabrications,http://www.nasdaq.com/symbol/ame,
AFSI^A,"AmTrust Financial Services, Inc.",23.63,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/afsi^a,
AFSI^B,"AmTrust Financial Services, Inc.",24.3139,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/afsi^b,
AFSI^C,"AmTrust Financial Services, Inc.",24.92,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/afsi^c,
AFSI^D,"AmTrust Financial Services, Inc.",24.73,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/afsi^d,
AFSI^E,"AmTrust Financial Services, Inc.",25.12,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/afsi^e,
AFSI^F,"AmTrust Financial Services, Inc.",23.59,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/afsi^f,
AFSS,"AmTrust Financial Services, Inc.",25.28,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afss,
AFST,"AmTrust Financial Services, Inc.",25.52,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afst,
AEUA,Anadarko Petroleum Corporation,44.77,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/aeua,
APC,Anadarko Petroleum Corporation,62.71,$35.04B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/apc,
AU,AngloGold Ashanti Limited,11.65,$4.76B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/au,
BUD,Anheuser-Busch Inbev SA,110.85,$178.27B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/bud,
AXE,Anixter International Inc.,78.65,$2.6B,n/a,Consumer Non-Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/axe,
NLY,Annaly Capital Management Inc,11.22,$11.43B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/nly,
NLY^A,Annaly Capital Management Inc,25.6,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nly^a,
NLY^C,Annaly Capital Management Inc,25.39,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nly^c,
NLY^D,Annaly Capital Management Inc,25.06,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nly^d,
NLY^E,Annaly Capital Management Inc,25.2,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nly^e,
AM,Antero Midstream Partners LP,33.63,$6.25B,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/am,
AR,Antero Resources Corporation,23.16,$7.3B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/ar,
ANTM,"Anthem, Inc.",165.7,$43.9B,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/antm,
ANTX,"Anthem, Inc.",50.28,$13.32B,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/antx,
ANH,Anworth Mortgage Asset  Corporation,5.58,$534.41M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/anh,
ANH^A,Anworth Mortgage Asset  Corporation,26.02,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/anh^a,
ANH^B,Anworth Mortgage Asset  Corporation,27.4,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/anh^b,
ANH^C,Anworth Mortgage Asset  Corporation,24.6807,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/anh^c,
AON,Aon plc,118.9,$31.22B,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/aon,
APA,Apache Corporation,51.89,$19.74B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/apa,
AIV,Apartment Investment and Management Company,44.44,$6.98B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/aiv,
AIV^A,Apartment Investment and Management Company,26.8607,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aiv^a,
ARI,Apollo Commercial Real Estate Finance,18.77,$1.72B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ari,
ARI^A,Apollo Commercial Real Estate Finance,25.6031,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ari^a,
ARI^C,Apollo Commercial Real Estate Finance,25.22,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ari^c,
APO,"Apollo Global Management, LLC",24.7,$9.94B,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/apo,
APO^A,"Apollo Global Management, LLC",25.25,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/apo^a,
AIB,Apollo Investment Corporation,25.4601,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aib,
AIY,Apollo Investment Corporation,26.69,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aiy,
AFT,Apollo Senior Floating Rate Fund Inc.,17.45,$271.75M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aft,
AIF,Apollo Tactical Income Fund Inc.,16.4,$237.21M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aif,
APLE,"Apple Hospitality REIT, Inc.",18.94,$4.22B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/aple,
AIT,"Applied Industrial Technologies, Inc.",61.45,$2.4B,n/a,Consumer Durables,Industrial Specialties,http://www.nasdaq.com/symbol/ait,
ATR,"AptarGroup, Inc.",76.74,$4.79B,n/a,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/atr,
WTR,"Aqua America, Inc.",32.29,$5.73B,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/wtr,
